Sample Name	Protocol REF	Parameter Value[Concentration measurement]	Performer	Date	Extract Name	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Provider name]	Parameter Value[Provider contact]	Parameter Value[Provider project ID]	Parameter Value[Provider sample ID]	Parameter Value[Provider QC status]	Parameter Value[Requestor contact]	Parameter Value[Requestor project]	Parameter Value[Requestor sample ID]	Parameter Value[Concentration measurement]	Parameter Value[Library source]	Parameter Value[Library strategy]	Parameter Value[Library selection]	Parameter Value[Library layout]	Parameter Value[Library kit]	Parameter Value[Target insert size]	Parameter Value[Wet-lab insert size]	Performer	Date	Extract Name	Characteristics[Folder name]	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Platform]	Parameter Value[Instrument model]	Parameter Value[Base quality encoding]	Parameter Value[Center name]	Parameter Value[Center contact]	Performer	Date	Raw Data File
P3874-N1	Nucleic acid extraction WGS				P3874-N1-DNA1					Library construction WGS																			P13874-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3875-N1	Nucleic acid extraction WGS				P3875-N1-DNA1					Library construction WGS																			P13875-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3876-N1	Nucleic acid extraction WGS				P3876-N1-DNA1					Library construction WGS																			P13876-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3877-N1	Nucleic acid extraction WGS				P3877-N1-DNA1					Library construction WGS																			P13877-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3878-N1	Nucleic acid extraction WGS				P3878-N1-DNA1					Library construction WGS																			P13878-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3879-N1	Nucleic acid extraction WGS				P3879-N1-DNA1					Library construction WGS																			P13879-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3880-N1	Nucleic acid extraction WGS				P3880-N1-DNA1					Library construction WGS																			P13880-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3881-N1	Nucleic acid extraction WGS				P3881-N1-DNA1					Library construction WGS																			P13881-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3882-N1	Nucleic acid extraction WGS				P3882-N1-DNA1					Library construction WGS																			P13882-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3883-N1	Nucleic acid extraction WGS				P3883-N1-DNA1					Library construction WGS																			P13883-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3884-N1	Nucleic acid extraction WGS				P3884-N1-DNA1					Library construction WGS																			P13884-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3885-N1	Nucleic acid extraction WGS				P3885-N1-DNA1					Library construction WGS																			P13885-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3886-N1	Nucleic acid extraction WGS				P3886-N1-DNA1					Library construction WGS																			P13886-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3887-N1	Nucleic acid extraction WGS				P3887-N1-DNA1					Library construction WGS																			P13887-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3888-N1	Nucleic acid extraction WGS				P3888-N1-DNA1					Library construction WGS																			P13888-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3889-N1	Nucleic acid extraction WGS				P3889-N1-DNA1					Library construction WGS																			P13889-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3890-N1	Nucleic acid extraction WGS				P3890-N1-DNA1					Library construction WGS																			P13890-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3891-N1	Nucleic acid extraction WGS				P3891-N1-DNA1					Library construction WGS																			P13891-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3892-N1	Nucleic acid extraction WGS				P3892-N1-DNA1					Library construction WGS																			P13892-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3893-N1	Nucleic acid extraction WGS				P3893-N1-DNA1					Library construction WGS																			P13893-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3894-N1	Nucleic acid extraction WGS				P3894-N1-DNA1					Library construction WGS																			P13894-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3895-N1	Nucleic acid extraction WGS				P3895-N1-DNA1					Library construction WGS																			P13895-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3896-N1	Nucleic acid extraction WGS				P3896-N1-DNA1					Library construction WGS																			P13896-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3897-N1	Nucleic acid extraction WGS				P3897-N1-DNA1					Library construction WGS																			P13897-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3898-N1	Nucleic acid extraction WGS				P3898-N1-DNA1					Library construction WGS																			P13898-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3899-N1	Nucleic acid extraction WGS				P3899-N1-DNA1					Library construction WGS																			P13899-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3900-N1	Nucleic acid extraction WGS				P3900-N1-DNA1					Library construction WGS																			P13900-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3901-N1	Nucleic acid extraction WGS				P3901-N1-DNA1					Library construction WGS																			P13901-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3902-N1	Nucleic acid extraction WGS				P3902-N1-DNA1					Library construction WGS																			P13902-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3903-N1	Nucleic acid extraction WGS				P3903-N1-DNA1					Library construction WGS																			P13903-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3904-N1	Nucleic acid extraction WGS				P3904-N1-DNA1					Library construction WGS																			P13904-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3905-N1	Nucleic acid extraction WGS				P3905-N1-DNA1					Library construction WGS																			P13905-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3906-N1	Nucleic acid extraction WGS				P3906-N1-DNA1					Library construction WGS																			P13906-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3907-N1	Nucleic acid extraction WGS				P3907-N1-DNA1					Library construction WGS																			P13907-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3908-N1	Nucleic acid extraction WGS				P3908-N1-DNA1					Library construction WGS																			P13908-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3909-N1	Nucleic acid extraction WGS				P3909-N1-DNA1					Library construction WGS																			P13909-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3910-N1	Nucleic acid extraction WGS				P3910-N1-DNA1					Library construction WGS																			P13910-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3911-N1	Nucleic acid extraction WGS				P3911-N1-DNA1					Library construction WGS																			P13911-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3912-N1	Nucleic acid extraction WGS				P3912-N1-DNA1					Library construction WGS																			P13912-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3913-N1	Nucleic acid extraction WGS				P3913-N1-DNA1					Library construction WGS																			P13913-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3914-N1	Nucleic acid extraction WGS				P3914-N1-DNA1					Library construction WGS																			P13914-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3915-N1	Nucleic acid extraction WGS				P3915-N1-DNA1					Library construction WGS																			P13915-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3916-N1	Nucleic acid extraction WGS				P3916-N1-DNA1					Library construction WGS																			P13916-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3917-N1	Nucleic acid extraction WGS				P3917-N1-DNA1					Library construction WGS																			P13917-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3918-N1	Nucleic acid extraction WGS				P3918-N1-DNA1					Library construction WGS																			P13918-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3919-N1	Nucleic acid extraction WGS				P3919-N1-DNA1					Library construction WGS																			P13919-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3920-N1	Nucleic acid extraction WGS				P3920-N1-DNA1					Library construction WGS																			P13920-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3921-N1	Nucleic acid extraction WGS				P3921-N1-DNA1					Library construction WGS																			P13921-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3922-N1	Nucleic acid extraction WGS				P3922-N1-DNA1					Library construction WGS																			P13922-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3923-N1	Nucleic acid extraction WGS				P3923-N1-DNA1					Library construction WGS																			P13923-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3924-N1	Nucleic acid extraction WGS				P3924-N1-DNA1					Library construction WGS																			P13924-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3925-N1	Nucleic acid extraction WGS				P3925-N1-DNA1					Library construction WGS																			P13925-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3926-N1	Nucleic acid extraction WGS				P3926-N1-DNA1					Library construction WGS																			P13926-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3927-N1	Nucleic acid extraction WGS				P3927-N1-DNA1					Library construction WGS																			P13927-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3928-N1	Nucleic acid extraction WGS				P3928-N1-DNA1					Library construction WGS																			P13928-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3929-N1	Nucleic acid extraction WGS				P3929-N1-DNA1					Library construction WGS																			P13929-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3930-N1	Nucleic acid extraction WGS				P3930-N1-DNA1					Library construction WGS																			P13930-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3931-N1	Nucleic acid extraction WGS				P3931-N1-DNA1					Library construction WGS																			P13931-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3932-N1	Nucleic acid extraction WGS				P3932-N1-DNA1					Library construction WGS																			P13932-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3933-N1	Nucleic acid extraction WGS				P3933-N1-DNA1					Library construction WGS																			P13933-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3934-N1	Nucleic acid extraction WGS				P3934-N1-DNA1					Library construction WGS																			P13934-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3935-N1	Nucleic acid extraction WGS				P3935-N1-DNA1					Library construction WGS																			P13935-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3936-N1	Nucleic acid extraction WGS				P3936-N1-DNA1					Library construction WGS																			P13936-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3937-N1	Nucleic acid extraction WGS				P3937-N1-DNA1					Library construction WGS																			P13937-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3938-N1	Nucleic acid extraction WGS				P3938-N1-DNA1					Library construction WGS																			P13938-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3939-N1	Nucleic acid extraction WGS				P3939-N1-DNA1					Library construction WGS																			P13939-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3940-N1	Nucleic acid extraction WGS				P3940-N1-DNA1					Library construction WGS																			P13940-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3941-N1	Nucleic acid extraction WGS				P3941-N1-DNA1					Library construction WGS																			P13941-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3942-N1	Nucleic acid extraction WGS				P3942-N1-DNA1					Library construction WGS																			P13942-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3943-N1	Nucleic acid extraction WGS				P3943-N1-DNA1					Library construction WGS																			P13943-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3944-N1	Nucleic acid extraction WGS				P3944-N1-DNA1					Library construction WGS																			P13944-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3945-N1	Nucleic acid extraction WGS				P3945-N1-DNA1					Library construction WGS																			P13945-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3946-N1	Nucleic acid extraction WGS				P3946-N1-DNA1					Library construction WGS																			P13946-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3947-N1	Nucleic acid extraction WGS				P3947-N1-DNA1					Library construction WGS																			P13947-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3948-N1	Nucleic acid extraction WGS				P3948-N1-DNA1					Library construction WGS																			P13948-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3949-N1	Nucleic acid extraction WGS				P3949-N1-DNA1					Library construction WGS																			P13949-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3950-N1	Nucleic acid extraction WGS				P3950-N1-DNA1					Library construction WGS																			P13950-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3951-N1	Nucleic acid extraction WGS				P3951-N1-DNA1					Library construction WGS																			P13951-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3952-N1	Nucleic acid extraction WGS				P3952-N1-DNA1					Library construction WGS																			P13952-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3953-N1	Nucleic acid extraction WGS				P3953-N1-DNA1					Library construction WGS																			P13953-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3954-N1	Nucleic acid extraction WGS				P3954-N1-DNA1					Library construction WGS																			P13954-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3955-N1	Nucleic acid extraction WGS				P3955-N1-DNA1					Library construction WGS																			P13955-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3956-N1	Nucleic acid extraction WGS				P3956-N1-DNA1					Library construction WGS																			P13956-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3957-N1	Nucleic acid extraction WGS				P3957-N1-DNA1					Library construction WGS																			P13957-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3958-N1	Nucleic acid extraction WGS				P3958-N1-DNA1					Library construction WGS																			P13958-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3959-N1	Nucleic acid extraction WGS				P3959-N1-DNA1					Library construction WGS																			P13959-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3960-N1	Nucleic acid extraction WGS				P3960-N1-DNA1					Library construction WGS																			P13960-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3961-N1	Nucleic acid extraction WGS				P3961-N1-DNA1					Library construction WGS																			P13961-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3962-N1	Nucleic acid extraction WGS				P3962-N1-DNA1					Library construction WGS																			P13962-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3963-N1	Nucleic acid extraction WGS				P3963-N1-DNA1					Library construction WGS																			P13963-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3964-N1	Nucleic acid extraction WGS				P3964-N1-DNA1					Library construction WGS																			P13964-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3965-N1	Nucleic acid extraction WGS				P3965-N1-DNA1					Library construction WGS																			P13965-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3966-N1	Nucleic acid extraction WGS				P3966-N1-DNA1					Library construction WGS																			P13966-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3967-N1	Nucleic acid extraction WGS				P3967-N1-DNA1					Library construction WGS																			P13967-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3968-N1	Nucleic acid extraction WGS				P3968-N1-DNA1					Library construction WGS																			P13968-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3969-N1	Nucleic acid extraction WGS				P3969-N1-DNA1					Library construction WGS																			P13969-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3970-N1	Nucleic acid extraction WGS				P3970-N1-DNA1					Library construction WGS																			P13970-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3971-N1	Nucleic acid extraction WGS				P3971-N1-DNA1					Library construction WGS																			P13971-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
